ID,Name,Price,Brand,Screen Size,RAM,Hard Drive Capacity,Processor Type,Processor Speed,Operating System,Battery Life
0,"HP Flyer Red 15.6"" 15-f272wm Laptop PC with Intel Pentium N3540 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",299,HP,15.6 in,4 GB,500  GB,Intel Pentium,2.16 GHz,Windows 10,4.5 hours
2,"HP Stream 11.6"" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",199,HP,11.6 in,4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,10 h
4,"HP Black Licorice 15.6"" 15-F387WM Laptop PC with AMD A8-7410 Processor, 4GB Memory, touch screen, 500GB Hard Drive and Windows 10 Home",329,HP,15.6 in,4 GB,500  GB,AMD A-Series,2.20 GHz,Windows 10,
5,"HP Silver Iridium Ci5 15-cc050wm 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i5-7200U Processor, 12GB Memory, 1TB Hard Drive",569,HP,15.6 in,12 GB,1 GB,7th Generation Intel Core i5-7200U Processor,2.500 GHz,Windows 10,9.00 h
8,"HP 15-bw032WM 15.6"" Laptop Bundle, Windows 10, AMD A12-9720 Quad Core Processor, 8GB Memory, 1TB HDD, Wireless Mouse and Backpack, Smoke Gray",391.76,HP,15.6 in,8 GB,1 KB,,,"Microsoft Windows, @generated",
9,"HP Jaguar 15-bs070wm, 15.6"" Natural Silver Touch Laptop, Windows 10, Intel Core i5-7200U Processor, 8GB Memory, 1TB Hard Drive",489,HP,15.6,8 GB,1 KB,Intel Core i5,,Microsoft Windows,
11,"HP Silver Iridium 15.6"" Laptop, Touchscreen, Intel Core i7-7500u, Intel HD Graphic 620 Graphic Card, 12GB Memory, 1TB HD, Windows 10 Home, 15-cc060wm",699,HP,15.6 in,12 GB,1 GB,7th Generation Intel Core i7-7500U Processor,2.700 GHz,Windows 10,9 h
12,"HP Silver Iridium A12 15-cd040wm 15.6” Laptop, Touchscreen, Windows 10 Home, AMD Quad-Core A12-9720P, 12GB Memory, 1TB Hard Drive",449,HP,15.6 in,12 GB,1 GB,AMD Quad-Core A12-9720P,2.700 GHz,Windows 10,7 h
13,"HP Jaguar 15-bs080wm, 15.6"" Natural Silver Touch Laptop, Windows 10, Intel Core i7-7500U Processor, 8GB Memory, 1TB Hard Drive",599,HP,15.6,8 GB,1 KB,Intel Core i7,,Microsoft Windows,
14,"HP Omen 15-ax250wm, 15.6"" Full-HD IPS Display, Core i7-7700HQ QC Processor, NVIDIA GTX 1050Ti 4GB Graphics Card, 12GB Memory, 1TB Hard Drive",898.99,HP,15.6 in,12 GB,1 TB,7th Generation Intel Core i7-7700HQ processor,2.8 GHz,Microsoft Windows,
15,"HP Black 15.6"" 15-f233wm Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",279,HP,15.6 in,4 GB,500  GB,Intel Celeron,1.60 GHz,Windows 10,4.5 hours
16,"HP 15-ay039wm 15.6"" Silver Fusion Laptop, Windows 10, Intel Core i3-6100U Processor, 8GB Memory, 1TB Hard Drive",479,HP,15.6 in,8 GB,1 TB,Intel Core i3-6100U Dual-Core Processor2.3GHz,2.3 GHz,Windows 10,6 hours
17,"Refurbished HP Stream 11.6"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",139,HP,"11.6""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,10 hours
18,"HP Pavilion 15-br080wm X360 15.6"" Touchscreen 2 in 1 Laptop, Windows 10, Intel Corei5-7200U Processor, 8GB Memory, 1TB Hard Drive, and Active Pen Included, Mineral Silver",549,HP,15.6,8 GB,1 TB,7th Generation Intel Core i5-7200U Processor,2.5 Hz,Windows 10,10.5 h
19,"HP 15-ay041wm 15.6"" Silver Fusion Laptop, Touch Screen, Windows 10, Intel Core i3-6100U Processor, 8GB Memory, 1TB Hard Drive",499,HP,"15.6""",8 GB,1 GB,"Intel 3165 AC (1x1 AC, 433 Mbps)",2.3 Hz,Windows 10,6 hours
20,"HP Pavilion 17-ar050wm, 17.3"" Laptop, Full HD IPS Dislpay, Windows 10 Home, AMD A10-9620P QC, 8GB Memory, 1TB Hard Drive, Mineral Silver",499,HP,17.3,8 GB,1 KB,A10,,Microsoft Windows,
21,"Refurbished HP 14-ak040wm 14"" Chromebook, Chrome, Intel Celeron N2940 Processor, 4GB RAM, 16GB eMMC Drive",169,HP,"14.0""",4 GB,16 GB,Intel Celeron,1.83 GHz,Chrome,8 hours
23,"HP 15-bw011wm 15.6"" Soft Gold Laptop, Windows 10, AMD A9-9420 Processor, 4GB Memory, 500GB Hard Drive, DVD",299,HP,15.6,4 GB,500 GB,7th Generation AMD A9-9420 APU,3 Hz,Windows 10,6.75 h
24,"Refurbished HP 11-v010wm 11.6"" Chromebook, Chrome, Intel Celeron N3060 Processor, 4GB RAM, 16GB eMMC Drive",129,HP,"11.6""",4 GB,16 GB,Intel Celeron,1.60 GHz,Chrome,13 hours
25,"HP 11-v010wm 11.6"" Chromebook, Chrome, Intel Celeron N3060 Processor, 4GB RAM, 16GB eMMC Drive",199,HP,"11.6""",4 GB,16 GB,Intel Celeron,1.6 Hz,Chrome,13 hours
26,"HP 15.6"" Laptop, Windows 10 Home, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive (Assorted Colors)",399.99,HP,"15.6""",4 GB,1 GB,AMD A9-9420 Dual-Core APU Processor,3 Hz,Windows 10,7 hours
27,"HP 15-ay070wm 15.6"" Realtree Xtra Camo Laptop, Windows 10, Intel Pentium N3710 Processor, 4GB Memory, 1TB Hard Drive",359,HP,15.6 Inches,4 GB,1 KB,Intel Pentium,1.6 Hz,Windows 10,5 hours
28,"Refurbished HP 11-v020wm 11.6"" Chromebook, Touchscreen, Chrome, Intel Celeron N3060 Processor, 4GB RAM, 16GB eMMC Drive",149.48,HP,"11.6""",4 GB,16 GB,Intel Celeron,1.60 GHz,Chrome,12 Hours
30,"HP 10-p010nr 10.1"" Laptop, Touchscreen, 2-in-1, Windows 10 Home, Intel Atom x5-Z8350 Quad-Core Processor, 2GB RAM, 32GB Flash Storage",229.99,HP,10.1 in,2 GB,32 GB,Intel Atom x5-Z8350 Quad-Core Processor,1.44 GHz,Windows 10,11 Hours
31,"HP Pavilion X360 13-U163Nr 13.3"" Laptop, 2-in-1, Touchscreen, Windows 10 Home, Intel Core i5-7200U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",599.99,HP,"13.3""",8 GB,1 TB,Intel Core i5,2.50 GHz,Windows 10,9 hours
32,"HP 14-Bw010Nr 14"" Laptop, Windows 10 Home, AMD E2-9000e Dual-Core Processor, 4GB RAM, 500GB Hard Drive",229.99,HP,"14.0""",4 GB,500 GB,AMD Dual-Core E2-9000e Processor,1.5 Hz,Windows 10,6 hours
33,"HP Onyx Blizzard 15.6"" Laptop, FHD Screen, Intel core i7-7700, Nvidia GeForce GTX 1050 4 GB Graphic Card, 12GB Memory, 1TB HD, Windows 10 home, 15-cb045wm",799,HP,15.6 in,12 GB,1 GB,7th generation Intel Core i7-7700HQ processor,2.800 GHz,Windows 10,10 h
34,"HP Pavilion 15-cc051wm 15.6"" Touchscreen Opulent Blue Laptop, Windows 10, Intel Core i5-7200U, 12GB Memory, 1TB Hard Drive, DVD, 802.11 AC + Bluetooth",599,HP,15.6,12 GB,1 GB,7th Generation Intel Core i5-7200U Processor,2.5 Hz,Microsoft Windows,8 h
35,"HP 14"" Snow White/Turbo Silver 14-Ak050Nr Chromebook PC with Intel Celeron N2940 Quad-Core Processor, 4GB Memory, 16GB eMMC Hard Drive and Chrome OS",249.99,HP,14.0 in,4 GB,16 GB,Intel Celeron,1.83 GHz,Chrome,
36,"HP 14-ak040wm 14"" Chromebook, Chrome, Full HD IPS Display, Intel Celeron N2940 Processor, 4GB RAM, 16GB eMMC Drive",279,HP,"14.0""",4 GB,16 GB,Intel Celeron,1.83 Hz,Chrome,8 hours
37,"HP 17-Bs020Nr 17.3"" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-6006U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",592.99,HP,"17.3""",8 GB,1 TB,Intel Core i3,2.00 GHz,Windows 10,7 hours
38,"HP 15-Bs030Nr 15.6"" Laptop, Touchscreen, Windows 10, Intel Core i5-7200U Processor, 8GB RAM, 1TB Hard Drive",594.06,HP,"15.6""",8 GB,1 TB,Intel Core i5,2.50 GHz,Windows 10,5 hours
39,"Refurbished HP Natural Silver 15.6"" Envy Laptop PC with Intel Core i5-5200U Processor, 6GB Memory, touch screen, 1TB Hard Drive and Windows 10 Home",469,HP,"15.6""",6 GB,1 TB,Intel Core i5,2.20 GHz,Windows 10,
40,"HP 17-Bs010Nr 17.3"" Laptop, Windows 10 Home, Intel Pentium N3710 Quad-Core Processor, 4GB RAM, 1TB Hard Drive",429.99,HP,"17.3""",4 GB,1 TB,Intel Pentium,1.60 GHz,Windows 10,7 hours
41,"HP Pavilion Power Gaming Laptop 15.6"", FHD Screen, Intel Core i7-770, Nvidia GeForce GTX 1050 4GB Graphic Card, 12GB Memory, 1TB HD, 15-cb046wm",749,HP,15.6,12 GB,1 KB,7th Generation Intel Core i7-7700HQ processor,2.8 GHz,Microsoft Windows,
42,"HP Omen Laptop 17.3"" FHD Screen, Intel Core i7-7700HQ, 2.8GHZ, NVIDIA GeForce GTX 1050Ti 4GB GDDR5 Graphic Card, 8GB DDR4, 1TB HD 128GB SSD, Windows Home 10, HP 17-W210Nr",1033.98,HP,"17.3""",8 GB,1 TB,Intel Core i7,2.80 GHz,Windows 10,10 hours 
43,"HP 14"" Snow White/Pastel Sky Blue 14-Ak060Nr Chromebook PC with Intel Celeron N2940 Quad-Core Processor, 4GB Memory, 16GB eMMC Hard Drive and Chrome OS",249.99,HP,14 in,4 GB,16 GB,Intel Celeron,1.83 Hz,Chrome,
44,"HP Pavilion 15-Cc065Nr 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,9 hours
45,"HP Onyx Blizzard 15.6"" Laptop, FHD Screen, Intel core i5-7300hq, AMD Radeon RX 550 2GB Graphic Card, 12GB Memory, 1TB HD, Windows 10 home, 15-cb035wm",719,HP,15.6 in,12 GB,1 GB,7th Generation Intel Core i5-7300HQ Processor,2.500 GHz,Windows 10,10.00 h
46,"HP Omen Laptop, 17.3"" FHD Screen, Intel Core i7-7700HQ, 2.8GHZ, NVIDIA GeForce GTX 1060 GDDR5 Graphic Card, 12GB DDR4 Memory, 1TB HD + 128GB SSD, Windows Home 10, HP 17-W220Nr",1199.99,HP,"17.3""",12 GB,1 TB,Intel Core i7,2.80 GHz,Windows 10,7 hours
47,"HP x2 10-p020nr 10.1"" Laptop, Touchscreen, 2-in-1, Windows 10 Home, Intel Atom x5-Z8350 Processor, 2GB RAM, 32GB eMMC Drive",249.99,HP,"10.1""",2 GB,32 GB,Intel Atom x5-Z8350 Quad-Core Processor,1.44 GHz,Windows 10,10 hours
48,"HP 15-Bw010Nr 15.6"" Laptop, Windows 10, Windows 10, AMD Dual-Core E2-9000e Processor, 4GB RAM, 500GB Hard Drive",299.99,HP,"15.6""",4 GB,500 GB,AMD Dual-Core E2-9000e Processor,1.50 GHz,Windows 10,6 hours
49,"HP Envy X360 15-Aq165Nr 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10 Home, Intel Core i7-7500U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",849.99,HP,"15.6""",8 GB,1 TB,Intel Core i7,2.70 GHz,Windows 10,10 hours 
50,"Refurbished HP 640 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 500GB Hard Drive",245,HP,"14.0""",8 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour
51,"HP Chromebook 11 G5 - 11.6"" - Celeron N3060 - 4 GB RAM - 16 GB SSD",216.86,HP,11.60 in,4 Gigabytes,16 Gigabytes,Intel N3050,1.6 Gigahertz,Chrome OS,12 Hours
52,"Refurbished HP Envy 15-as014wm 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i7-6500U Processor, 8GB RAM, 1TB Hard Drive",540,HP,"15.6""",8 GB,1 TB,Intel Core i7,2.50 GHz,Windows 10,9 hours
53,"HP Envy 17-U110Nr 17.3"" Laptop, Touchscreen, Windows 10 Home, Intel Core i7-7500U Dual-Core Processor, 12GB RAM, 1TB Hard Drive",1045.47,HP,"17.3""",12 GB,1 TB,Intel Core i7,2.70 GHz,Windows 10,7 hours
54,"HP HP Omen Laptop 15.6"" FHD Screen, Intel Core i7-7700HQ, 2.8GHZ, NVIDIA GeForce GTX 1050 Ti 4GB GDDR5, 8GB DDR4 Memory, 1TB HD 128GB SSD, Windows Home 10, 15-ax210nr",949.99,HP,"15.6""",8 GB,"1 TB, 128 GB",Intel Core i7,2.80 GHz,Windows 10,10 hours
55,"HP Envy X360 15-Aq110Nr 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10 Home, Intel Core i7-7500U Dual-Core Processor, 8GB RAM, 256GB Solid State Drive",904.82,HP,"15.6""",8 GB,256 GB,Intel Core i7,2.70 GHz,Windows 10,11 Hours
56,"HP 15-Bw071Nr 15.6"" Laptop, Windows 10 Home, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive",399.99,HP,"15.6""",4 GB,1 TB,AMD A9-9420 Dual-Core APU Processor,3.00 GHz,Windows 10,6 hours
57,"HP 14-ak030nr 14"" Chromebook, Chrome, Intel Celeron N2840 Processor, 4GB RAM, 16GB eMMC",229,HP,"14.0""",4 GB,16 GB,Intel Celeron,2.16 GHz,Chrome,9 hours
58,"HP 15.6"" Touchscreen Notebook w/ AMD A8, 4GB RAM, 1TB HDD, Windows 10 Home - Red",478.23,HP,15.6 in,4 Gigabytes,1 TB,AMD A8-7410 A-Series Quad-core (4 Core),2.20 Gigahertz,Windows 10,5 hours
59,"HP 17-Ak010Nr 17.3"" Laptop, Windows 10 Home, AMD A9-9420 Dual-Core Processor, 4GB RAM, 500GB Hard Drive",399.99,HP,"17.3""",4 GB,500 GB,AMD A9-9420 Dual-Core APU Processor,3.00 GHz,Windows 10,7 hours
60,HP Notebook 15-bs020nr Notebook - 15-bs020nr,399.99,HP,"15.6""",4 GB,1 TB,Intel Core i3,2.00 GHz,Windows 10,5 hours
61,"HP Eclipse Ci3 14-bf040wm 14” Laptop, Full HD IPS Mico Edge Display, Windows 10 Home, Intel Core i3-7100U Processor, 8GB Memory, 1TB Hard Drive",539,HP,14 in,8 GB,1 GB,7th Generation Intel Core i3-7100U Processor,2.400 GHz,Windows 10,
62,HP Pavilion Power 15-cb010nr Pavilion Power 15-cb010nr,799.99,HP,"15.6""",12 GB,1 TB,Intel Core i5-7300HQ Quad-Core Processor,2.50 GHz,Windows 10,10 hours
63,"Refurbished HP ProBook 640 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 128GB Solid State Drive",280,HP,"14.0""",8 GB,128 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour
64,"HP Eclipse Ci5 14-bf050wm 14” Laptop, Full HD IPS Mico Edge Display, Intel Core i5-7200U Processor, 8GB Memory, 1TB Hard Drive + 128 SSD, Windows 10 Home",719,HP,14 in,8 GB,1 GB,7th Generation Intel Core i5-7200U Processor,2.500 GHz,Windows 10,
65,HP Notebook - 15-bw030nr LCD Notebook,551.57,HP,"15.6""",8 GB,1 TB,AMD A9-9420 Dual-Core APU Processor,3.00 GHz,Windows 10,6 hours
66,"Refurbished HP 640 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 320GB Hard Drive",241.5,HP,"14.0""",8 GB,320 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour
67,"Refurbished HP Elitebook 8460p Laptop WEBCAM, Intel Core i5 2.5ghz, 4GB DDR3, 250GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",188,HP,14.10 Inches,4.00 Gigabytes,250.00 Gigabytes,Intel Core i5,2.50 Gigahertz,Windows 10 Home 64bit,
68,"HP Black 15.6"" 15-f211wm Laptop PC with Intel Celeron N2840 Processor, 4GB Memory, touch screen, 500GB Hard Drive and Windows 10 Home",383,HP,"15.6""",4 GB,500 GB,Intel Celeron,2.16 GHz,Windows 10,
69,"HP 14-bw065nr 14"" Laptop AMD E2-9000e 4GB DDR4 32GB eMMC Win10",198.99,HP,14.00 Inches,4 Gigabytes,32 Gigabytes,AMD E2-9000e,1.5 Gigahertz,Windows 10,1 h
71,"HP - 17.3"" Laptop - Intel Core i5 - 8GB Memory - 1TB HDD",569,HP,17.3 in,8 GB,1 KB,Intel Core i5,2.50 GHz,Microsoft Windows,
72,"Refurbished HP 15.6"" ProBook 6570B WA5-0877 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",285,HP,"15.6""",8 GB,128 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour
73,"Refurbished HP 640 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 320GB Hard Drive",253.31,HP,"14.0""",8 GB,320 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour
74,"HP Stream Laptop 14-AX050NR, Windows 10 Home, Intel® Celeron® N3060, 14.0-Inch Diagonal HD",249.99,HP,"14.0\""",0 GB,0 GB,Intel N3060,0 Hz,Windows 10,
75,"HP - 14"" Chromebook - Intel Celeron 4GB Memory 16GB eMMC Flash Memory - Silver",189.99,HP,14,4 GB,16,Intel Celeron,,Chrome OS,
76,"HP Stream 14"" HD Laptop Celeron N3060 Processor 4GB RAM 32GB Storage Windows 10",199.99,HP,14,32 GB,32,,,Microsoft Windows,
77,"Manufacturer Refurbished - HP Chromebook 14-ak031nr 14"" N2840 2.16GHz 4GB 16 GB eMMC Chrome OS",169.99,HP,14 in,4 GB,16 GB,Intel Celeron,2.16 GHz,Chrome OS,
78,"Refurbished HP Elitebook 8460p Laptop WEBCAM, Intel Core i5 2.5GHz, 6GB DDR3, 250GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",198.5,HP,14.10 Inches,6.00 Gigabytes,250.00 Gigabytes,Intel Core i5,2.50 Gigahertz,Windows 10 Home 64bit,
80,"HP Stream Laptop 14-AX040NR, Windows 10 Home, Intel® Celeron® N3060, 14.0-Inch Diagonal HD",259.25,HP,"14.0\""",0 GB,0 GB,Intel N3060,0 Hz,Windows 10,
81,"Refurbished HP 14"" EliteBook 8470P Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 256GB SSD and Windows 10 Pro",334.41,HP,14.0 in,8 GB,256 GB,Intel Core i5,2.60 GHz,Windows 10,
82,"Refurbished HP 15-bs020WM, 15.6"" Touch Laptop, Intel N3710 CPU, 4GB RAM, 500GB HDD",250.45,HP,"15.6\""",4 GB,500 GB,,,Microsoft Windows,
83,"HP EliteBook Folio G1 - 12.5"" - Core m5 6Y54 - 8 GB RAM - 256 GB SSD",1331.25,HP,"12.5""",8 GB,256 GB,Intel Core M5-6Y54 Dual-Core Processor,1.10 GHz,Windows 10,10 hours
84,"Refurbished HP Black 15.6"" ProBook 6560B Laptop PC with Intel Core i5-2520M Processor, 8GB Memory, 750GB Hard Drive and Windows 10 Pro",349.99,HP,15.6 in,8 GB,750 Gigabytes,Intel Core i5,2.50 GHz,Windows 10,
85,"""HP X7T64UA-ABA Chromebook 11 V010NR""",169.99,HP,11.60 in,4 Gigabytes,16 Gigabytes,Intel N3060,1.6 Gigahertz,Chrome OS,
86,"HP EliteBook x360 1030 G2 - 13.3"" - Core i5 7200U - 8 GB RAM - 128 GB SSD",1346.79,HP,"13.3""",8 GB,128 GB,Intel Core i5,2.5 Gigahertz,Windows 10,16 Hours
87,"REFURBISHED HP Elitebook 8560p 15.6"" Intel Core i5-2520M 2.5GHz 4GB  250GB HDD Windows 7 & New Battery (No Webcam)",169.99,HP,,4 Gigabytes,,,,,8 Hours
90,"Refurbished HP 15.6"" ProBook 6570B WA5-0876 Laptop PC with Intel Core i5-3210M Processor, 4GB Memory, 320GB Hard Drive and Windows 10 Pro",277.33,HP,"15.6""",4 GB,320 GB,Intel Core i5,2.50 GHz,Windows 10,1 hour
91,"Refurbished HP Silver 14"" EliteBook 8470P WA5-1064 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 256GB Solid State Drive and Windows 10 Pro",299.25,HP,"14.0""",8 GB,256 GB,Intel Core i5,2.60 GHz,Windows 10,
92,"2016 HP Chromebook 11.6-inch Laptop, Samsung Dual-Core Processor 1.7GHz, 2GB RAM, 16GB SSD, 802.11b/g/n WiFi, Bluetooth, HDMI, White/Blue (Certified Refurbished)",169.95,HP,"11.6\""",2 GB,16 GB,,,Chrome OS,
93,"Refurbished HP Ultrabook Silver 14"" EliteBook Folio 9470M WA5-1159 Laptop PC with Intel Core i5-1.8GHz 3427U, 16GB Memory, 256GB Solid State Drive and Windows 10 Pro",336,HP,14.0 in,16 GB,256 Gigabytes,Intel Core i5,1.80 GHz,Windows 10,
94,"Manufacturer Refurbished - HP 15-bs007ds 15.6"" Touchscreen Laptop intel Pentium N3710 1.60GHz 4GB 1TB WIN10",299.99,HP,"15.6\""",4 GB,1 TB,,,Microsoft Windows,
95,"Refurbished HP 5800 TWR Desktop PC with Intel Core 2 Duo E7400 Processor, 4GB Memory, 160GB Hard Drive and Windows 10 Home (Monitor Not Included)",96.6,HP,,4 GB,160 GB,Intel Core2 Duo E7400 Processor,2.80 GHz,Windows 10,
96,"Refurbished HP 215 G1 11.6"" Laptop, Windows 10 Pro 64-Bit, AMD A6-1450 Processor, 8GB RAM, 320GB SSD Hard Drive",187.12,HP,"11.6\""",8 GB,320 GB,,,Microsoft Windows,
97,"Manufacturer Refurbished - HP 15-BA053NR 15.6"" Laptop AMD A10-9600P 2.4GHz 8GB 1TB Windows 10",339.99,HP,"15.6\""",8 GB,1 TB,,,Microsoft Windows,
98,"Refurbished HP Elitebook 8460p Laptop WEBCAM, Intel Core i5 2.5GHz, 6GB DDR3, 320GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",195.99,HP,14.10 Inches,6.00 Gigabytes,320.00 Gigabytes,Intel Core i5,2.50 Gigahertz,Windows 10 Home 64bit,
99,"Refurbished HP EliteBook 8470P 14"" Laptop, Windows 10 Home, Intel Core i5-3320M Processor, 4GB RAM, 500GB Hard Drive",220.5,HP,"14.0""",4 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour
100,"Refurbished HP ProBook 6465b Laptop, AMD A4 Dual Core 2.1GHz, 3GB DDR3, 160GB SATA HDD, DVDRW, 14"", Charger, Windows 10 Home 32bit w/ Restore Partition",149.97,HP,14.00 Inches,3.00 Gigabytes,160.00 Gigabytes,AMD A4 3310MX,2.10 Gigahertz,Windows 10 Home 32bit,
101,"Refurbished HP EliteBook 8460P 14"" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 4GB RAM, 128GB Solid State Drive",225.27,HP,"14.0""",4 GB,128 GB,Intel Core i5,2.50 GHz,Windows 10,5 hours
102,"Manufacturer Refurbished - HP Notebook 15-bs010ds 15.6"" Touch Screen Laptop N3710 1.60GHz 4GB 1TB WIN10",329.99,HP,"15.6\""",4 GB,1 TB,,,Microsoft Windows,
103,"Manufacturer Refurbished - HP 14-BW010NR 14"" Laptop AMD E2-9000E 1.5GHz 4GB 500GB Windows 10",219.99,HP,"14\""",4 GB,500 GB,,,Microsoft Windows,
104,"HP 15-ay000 15-ay067nr 15.6"" 16:9 Notebook - 1366 x 768 - BrightView - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - 6 GB DDR3L SDRAM - 1 TB HDD - Windows 10 Home 64-bit - Turbo",449.99,HP,15.60 Inches,6 Gigabytes,1 TB,Intel i5-6200U,2.3 Gigahertz,Windows 10,6 Hours
105,"REFURBISHED HP 6470B Probook 14"" I3-3110M 2.4GHZ 4GB 250GB Win 7 Professional No Webcam",119.99,HP,,,,,,,
106,"Refurbished HP Elitebook 8460p Laptop WEBCAM, Intel Core i5 2.5GHz, 8GB DDR3, 500GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",245.99,HP,14.10 Inches,8.00 Gigabytes,500.00 Gigabytes,Intel Core i5,2.50 Gigahertz,Windows 10 Home 64bit,
107,"Refurbished HP 640 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 16GB RAM, 500GB Solid State Drive",473,HP,"14.0""",16 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour
108,"Manufacturer Refurbished - HP 15-bs023ca 15.6"" Touch Screen Laptop i3-6006U 2GHz 8GB 1TB WIN10",329.99,HP,"15.6\""",8 GB,1 TB,,,Microsoft Windows,
109,"Manufacturer Refurbished - HP Chromebook 14-ak030nr 14"" Laptop Intel N2840 2.16GHz 4GB 16GB eMMC Chrome OS",169.99,HP,,,,,,,
110,"REFURBISHED HP Elitebook 8560p 15.6"" Intel Core i5-2520M 2.5GHz 4GB 320GB HDD Windows 7 & New Battery (No Webcam)",184.99,HP,,,,,,,
111,"Refurbished HP Silver 14"" EliteBook 8470P WA5-1068 Laptop PC with Intel Core i5-3320M Processor, 16GB Memory, 256GB Solid State Drive and Windows 10 Pro",368.13,HP,"14.0""",16 GB,256 GB,Intel Core i5,2.60 GHz,Windows 10,
112,"Manufacturer Refurbished - HP x2 Detachable W3A06AV Laptop 10.1"" touch x5-Z8350 1.44GHz 2GB 32GB eMMC WIN10",189.99,HP,"10.1\""",,,,,Microsoft Windows,
113,Refurbished HP EliteBook 725 G2 1.9GHz AMD A8 8GB 128SSD Windows 10 Pro 64 Laptop B CAM,200,HP,,8 GB,,,,Microsoft Windows,
114,Original HP 45W AC Charger Power Adapter Cord For HP 15-f023wm 15-f024wm 15-f027ca 15-f033wm 15-f039wm 15-f048ca 15-f059wm,21.99,HP,,,,,,,
115,Original HP 45W AC Charger Power Adapter Cord For HP 15-f233wm 15-f272wm 15-f278nr 15-f279nr 15-f289nr 15-f205dx 15-f209nr,21.99,HP,,,,,,,
116,Original HP 45W AC Charger Power Adapter Cord For HP 15-ay019ca 15-ay019nr 15-ay020nr 15-ay023nr 15-ay029ca 15-ay038ca 15-ay039wm,21.99,HP,,,,,,,
117,"Original HP 19.5V 3.34A 65W HP AC Adapter HP Laptop Charger HP Power Cord for HP 14, 15; HP ENVY 14,15,17 TouchSmart; Pavilion 11, 14, 15, 17, TouchSmart Series",24.99,HP,,,,,,,
118,HP Genuine Original OEM 65W Laptop Charger AC Adapter Power Cord For HP Pavilion Sleekbook 15-b140us 15-b141el 15-b142dx 15-b143cl 15-b146sa 15-b148el 15-b150so,23.99,HP,,,,,,,
119,"Refurbished HP 14"" EliteBook 8470P WA5-0891 Laptop PC with Intel Core i5-3210M Processor, 8GB Memory, 320GB Hard Drive and Windows 10 Pro",225.75,HP,"14.0""",8 GB,320 GB,Intel Core i5,2.50 GHz,Windows 10,
120,"Refurbished HP Ultrabook 14"" EliteBook Folio 9470M WA5-0889 Laptop PC with Intel Core i5-3427U Processor, 8GB Memory, 256GB Solid State Drive and Windows 10 Pro",336,HP,"14.0""",8 GB,256 GB,Intel Core i5,1.80 GHz,Windows 10,1 hour
121,"Refurbished HP 14"" EliteBook 8470P WA5-0893 Laptop PC with Intel Core i5-3210M Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",252,HP,"14.0""",8 GB,128 GB,Intel Core i5,2.50 GHz,Windows 10,
