_id,ltable_ID,rtable_ID,predicted
10209,6,101,1
10221,6,123,1
10233,6,145,1
10245,6,167,1
10257,6,189,1
10269,6,211,1
10281,6,233,1
10293,6,255,1
10305,6,277,1
10317,6,299,1
10329,6,321,1
10341,6,343,1
10353,6,365,1
10365,6,387,1
10377,6,409,1
10389,6,431,1
10401,6,453,1
10413,6,475,1
10425,6,497,1
10437,6,519,1
10449,6,541,1
10461,6,563,1
10473,6,585,1
10485,6,607,1
10497,6,629,1
10509,6,651,1
10521,6,673,1
10533,6,695,1
10545,6,717,1
10557,6,739,1
10569,6,761,1
10581,6,783,1
10593,6,805,1
10605,6,827,1
10617,6,849,1
10629,6,871,1
10641,6,893,1
10653,6,915,1
10665,6,937,1
10677,6,959,1
10689,6,981,1
10701,6,1003,1
10713,6,1025,1
10725,6,1047,1
10737,6,1069,1
10749,6,1091,1
10761,6,1113,1
10773,6,1135,1
10785,6,1157,1
10797,6,1179,1
10809,6,1201,1
10821,6,1223,1
10833,6,1245,1
10845,6,1267,1
10857,6,1289,1
10869,6,1311,1
10881,6,1333,1
10893,6,1355,1
10905,6,1377,1
10917,6,1399,1
10929,6,1421,1
10941,6,1443,1
10953,6,1465,1
10965,6,1487,1
10977,6,1509,1
10989,6,1531,1
11001,6,1553,1
11013,6,1575,1
11025,6,1597,1
11037,6,1619,1
11049,6,1641,1
11061,6,1663,1
11073,6,1685,1
11085,6,1707,1
11097,6,1729,1
11108,6,1750,1
11120,6,1772,1
11132,6,1794,1
11144,6,1816,1
11156,6,1838,1
11168,6,1860,1
11180,6,1882,1
11192,6,1904,1
11204,6,1926,1
11216,6,1948,1
11228,6,1970,1
11240,6,1992,1
11252,6,2014,1
11264,6,2036,1
11276,6,2058,1
11288,6,2080,1
11300,6,2102,1
11312,6,2124,1
11324,6,2146,1
11336,6,2168,1
11348,6,2190,1
11360,6,2212,1
11372,6,2234,1
11384,6,2256,1
11396,6,2278,1
11408,6,2300,1
11420,6,2322,1
11432,6,2344,1
11444,6,2366,1
11456,6,2388,1
11468,6,2410,1
11480,6,2432,1
11492,6,2454,1
11504,6,2476,1
11516,6,2498,1
11528,6,2520,1
11540,6,2542,1
11552,6,2564,1
11564,6,2586,1
11576,6,2608,1
11588,6,2630,1
11600,6,2652,1
11612,6,2674,1
11624,6,2696,1
11636,6,2718,1
11648,6,2740,1
11660,6,2762,1
11672,6,2784,1
11684,6,2806,1
11696,6,2828,1
11708,6,2850,1
11720,6,2872,1
11732,6,2894,1
11744,6,2916,1
11756,6,2938,1
11768,6,2960,1
11780,6,2982,1
11792,6,3004,1
11804,6,3026,1
11816,6,3048,1
11828,6,3070,1
11840,6,3092,1
11851,7,10,1
11863,7,32,1
11875,7,54,1
11887,7,76,1
11899,7,98,1
11911,7,120,1
11923,7,142,1
11935,7,164,1
11947,7,186,1
11959,7,208,1
11971,7,230,1
11983,7,252,1
11995,7,274,1
12007,7,296,1
12019,7,318,1
12031,7,340,1
12043,7,362,1
12055,7,384,1
12067,7,406,1
12079,7,428,1
12091,7,450,1
12103,7,472,1
12115,7,494,1
12127,7,516,1
12139,7,538,1
12151,7,560,1
12163,7,582,1
12175,7,604,1
12187,7,626,1
12199,7,648,1
12211,7,670,1
12223,7,692,1
12235,7,714,1
12247,7,736,1
12259,7,758,1
12271,7,780,1
12283,7,802,1
12295,7,824,1
12307,7,846,1
12319,7,868,1
12331,7,890,1
12343,7,912,1
12355,7,934,1
12367,7,956,1
12379,7,978,1
12391,7,1000,1
12403,7,1022,1
12415,7,1044,1
12427,7,1066,1
12439,7,1088,1
12451,7,1110,1
12463,7,1132,1
12475,7,1154,1
12487,7,1176,1
12499,7,1198,1
12511,7,1220,1
12523,7,1242,1
12535,7,1264,1
12547,7,1286,1
12559,7,1308,1
12571,7,1330,1
12583,7,1352,1
12595,7,1374,1
12607,7,1396,1
12619,7,1418,1
12631,7,1440,1
12643,7,1462,1
12655,7,1484,1
12667,7,1506,1
12679,7,1528,1
12691,7,1550,1
12703,7,1572,1
12715,7,1594,1
12727,7,1616,1
12739,7,1638,1
12751,7,1660,1
12763,7,1682,1
12775,7,1704,1
12787,7,1726,1
12798,7,1747,1
12810,7,1769,1
12822,7,1791,1
12834,7,1813,1
12846,7,1835,1
12858,7,1857,1
12870,7,1879,1
12882,7,1901,1
12894,7,1923,1
12906,7,1945,1
12918,7,1967,1
12930,7,1989,1
12942,7,2011,1
12954,7,2033,1
12966,7,2055,1
12978,7,2077,1
12990,7,2099,1
13002,7,2121,1
13014,7,2143,1
13026,7,2165,1
13038,7,2187,1
13050,7,2209,1
13062,7,2231,1
13074,7,2253,1
13086,7,2275,1
13098,7,2297,1
13110,7,2319,1
13122,7,2341,1
13134,7,2363,1
13146,7,2385,1
13158,7,2407,1
13170,7,2429,1
13182,7,2451,1
13194,7,2473,1
13206,7,2495,1
13218,7,2517,1
13230,7,2539,1
13242,7,2561,1
13254,7,2583,1
13266,7,2605,1
13278,7,2627,1
13290,7,2649,1
13301,7,2670,1
13313,7,2692,1
13325,7,2714,1
13337,7,2736,1
13349,7,2758,1
13361,7,2780,1
13373,7,2802,1
13385,7,2824,1
13397,7,2846,1
13409,7,2868,1
13421,7,2890,1
13433,7,2912,1
13445,7,2934,1
13457,7,2956,1
13469,7,2978,1
13481,7,3000,1
13493,7,3022,1
13505,7,3044,1
13517,7,3066,1
13529,7,3088,1
16922,10,4,1
16934,10,26,1
16946,10,48,1
16958,10,70,1
16970,10,92,1
16982,10,114,1
16994,10,136,1
17006,10,158,1
17018,10,180,1
17030,10,202,1
17042,10,224,1
17054,10,246,1
17066,10,268,1
17078,10,290,1
17090,10,312,1
17102,10,334,1
17114,10,356,1
17126,10,378,1
17138,10,400,1
17150,10,422,1
17162,10,444,1
17174,10,466,1
17186,10,488,1
17198,10,510,1
17210,10,532,1
17222,10,554,1
17234,10,576,1
17246,10,598,1
17258,10,620,1
17270,10,642,1
17282,10,664,1
17294,10,686,1
17306,10,708,1
17318,10,730,1
17330,10,752,1
17342,10,774,1
17354,10,796,1
17366,10,818,1
17378,10,840,1
17390,10,862,1
17402,10,884,1
17414,10,906,1
17426,10,928,1
17438,10,950,1
17450,10,972,1
17462,10,994,1
17474,10,1016,1
17486,10,1038,1
17498,10,1060,1
17510,10,1082,1
17522,10,1104,1
17534,10,1126,1
17546,10,1148,1
17558,10,1170,1
17570,10,1192,1
17582,10,1214,1
17594,10,1236,1
17606,10,1258,1
17618,10,1280,1
17630,10,1302,1
17642,10,1324,1
17654,10,1346,1
17666,10,1368,1
17678,10,1390,1
17690,10,1412,1
17702,10,1434,1
17714,10,1456,1
17726,10,1478,1
17738,10,1500,1
17750,10,1522,1
17762,10,1544,1
17774,10,1566,1
17786,10,1588,1
17798,10,1610,1
17810,10,1632,1
17822,10,1654,1
17834,10,1676,1
17846,10,1698,1
17858,10,1720,1
17870,10,1742,1
17882,10,1764,1
17894,10,1786,1
17906,10,1808,1
17918,10,1830,1
17930,10,1852,1
17942,10,1874,1
17954,10,1896,1
17966,10,1918,1
17978,10,1940,1
17990,10,1962,1
18002,10,1984,1
18014,10,2006,1
18026,10,2028,1
18038,10,2050,1
18050,10,2072,1
18062,10,2094,1
18074,10,2116,1
18086,10,2138,1
18098,10,2160,1
18110,10,2182,1
18122,10,2204,1
18134,10,2226,1
18146,10,2248,1
18158,10,2270,1
18170,10,2292,1
18182,10,2314,1
18194,10,2336,1
18206,10,2358,1
18218,10,2380,1
18230,10,2402,1
18242,10,2424,1
18254,10,2446,1
18266,10,2468,1
18278,10,2490,1
18290,10,2512,1
18302,10,2534,1
18314,10,2556,1
18326,10,2578,1
18338,10,2600,1
18350,10,2622,1
18362,10,2644,1
18374,10,2666,1
18386,10,2688,1
18398,10,2710,1
18410,10,2732,1
18422,10,2754,1
18434,10,2776,1
18446,10,2798,1
18458,10,2820,1
18470,10,2842,1
18482,10,2864,1
18494,10,2886,1
18506,10,2908,1
18518,10,2930,1
18530,10,2952,1
18542,10,2974,1
18554,10,2996,1
18566,10,3018,1
18578,10,3040,1
18590,10,3062,1
18602,10,3084,1
37227,22,5,1
37239,22,27,1
37251,22,49,1
37263,22,71,1
37275,22,93,1
37287,22,115,1
37299,22,137,1
37311,22,159,1
37323,22,181,1
37335,22,203,1
37347,22,225,1
37359,22,247,1
37371,22,269,1
37383,22,291,1
37395,22,313,1
37407,22,335,1
37419,22,357,1
37431,22,379,1
37443,22,401,1
37455,22,423,1
37467,22,445,1
37479,22,467,1
37491,22,489,1
37503,22,511,1
37515,22,533,1
37527,22,555,1
37539,22,577,1
37551,22,599,1
37563,22,621,1
37575,22,643,1
37587,22,665,1
37599,22,687,1
37611,22,709,1
37623,22,731,1
37635,22,753,1
37647,22,775,1
37659,22,797,1
37671,22,819,1
37683,22,841,1
37695,22,863,1
37707,22,885,1
37719,22,907,1
37731,22,929,1
37743,22,951,1
37755,22,973,1
37767,22,995,1
37779,22,1017,1
37791,22,1039,1
37803,22,1061,1
37815,22,1083,1
37827,22,1105,1
37839,22,1127,1
37851,22,1149,1
37863,22,1171,1
37875,22,1193,1
37887,22,1215,1
37899,22,1237,1
37911,22,1259,1
37923,22,1281,1
37935,22,1303,1
37947,22,1325,1
37959,22,1347,1
37971,22,1369,1
37983,22,1391,1
37995,22,1413,1
38007,22,1435,1
38019,22,1457,1
38031,22,1479,1
38043,22,1501,1
38055,22,1523,1
38067,22,1545,1
38079,22,1567,1
38091,22,1589,1
38103,22,1611,1
38115,22,1633,1
38127,22,1655,1
38139,22,1677,1
38151,22,1699,1
38163,22,1721,1
38175,22,1743,1
38187,22,1765,1
38199,22,1787,1
38211,22,1809,1
38223,22,1831,1
38235,22,1853,1
38247,22,1875,1
38259,22,1897,1
38271,22,1919,1
38283,22,1941,1
38295,22,1963,1
38307,22,1985,1
38319,22,2007,1
38331,22,2029,1
38343,22,2051,1
38355,22,2073,1
38367,22,2095,1
38379,22,2117,1
38391,22,2139,1
38403,22,2161,1
38415,22,2183,1
38427,22,2205,1
38439,22,2227,1
38451,22,2249,1
38463,22,2271,1
38475,22,2293,1
38487,22,2315,1
38499,22,2337,1
38511,22,2359,1
38523,22,2381,1
38535,22,2403,1
38547,22,2425,1
38559,22,2447,1
38571,22,2469,1
38583,22,2491,1
38595,22,2513,1
38607,22,2535,1
38619,22,2557,1
38631,22,2579,1
38643,22,2601,1
38655,22,2623,1
38667,22,2645,1
38679,22,2667,1
38691,22,2689,1
38703,22,2711,1
38715,22,2733,1
38727,22,2755,1
38739,22,2777,1
38751,22,2799,1
38763,22,2821,1
38775,22,2843,1
38787,22,2865,1
38799,22,2887,1
38811,22,2909,1
38823,22,2931,1
38835,22,2953,1
38847,22,2975,1
38859,22,2997,1
38871,22,3019,1
38883,22,3041,1
38895,22,3063,1
38907,22,3085,1
49075,29,10,1
49087,29,32,1
49099,29,54,1
49111,29,76,1
49123,29,98,1
49135,29,120,1
49147,29,142,1
49159,29,164,1
49171,29,186,1
49183,29,208,1
49195,29,230,1
49207,29,252,1
49219,29,274,1
49231,29,296,1
49243,29,318,1
49255,29,340,1
49267,29,362,1
49279,29,384,1
49291,29,406,1
49303,29,428,1
49315,29,450,1
49327,29,472,1
49339,29,494,1
49351,29,516,1
49363,29,538,1
49375,29,560,1
49387,29,582,1
49399,29,604,1
49411,29,626,1
49423,29,648,1
49435,29,670,1
49447,29,692,1
49459,29,714,1
49471,29,736,1
49483,29,758,1
49495,29,780,1
49507,29,802,1
49519,29,824,1
49531,29,846,1
49543,29,868,1
49555,29,890,1
49567,29,912,1
49579,29,934,1
49591,29,956,1
49603,29,978,1
49615,29,1000,1
49627,29,1022,1
49639,29,1044,1
49651,29,1066,1
49663,29,1088,1
49675,29,1110,1
49687,29,1132,1
49699,29,1154,1
49711,29,1176,1
49723,29,1198,1
49735,29,1220,1
49747,29,1242,1
49759,29,1264,1
49771,29,1286,1
49783,29,1308,1
49795,29,1330,1
49807,29,1352,1
49819,29,1374,1
49831,29,1396,1
49843,29,1418,1
49855,29,1440,1
49867,29,1462,1
49879,29,1484,1
49891,29,1506,1
49903,29,1528,1
49915,29,1550,1
49927,29,1572,1
49939,29,1594,1
49951,29,1616,1
49963,29,1638,1
49975,29,1660,1
49987,29,1682,1
49999,29,1704,1
50011,29,1726,1
50022,29,1747,1
50034,29,1769,1
50046,29,1791,1
50058,29,1813,1
50070,29,1835,1
50082,29,1857,1
50094,29,1879,1
50106,29,1901,1
50118,29,1923,1
50130,29,1945,1
50142,29,1967,1
50154,29,1989,1
50166,29,2011,1
50178,29,2033,1
50190,29,2055,1
50202,29,2077,1
50214,29,2099,1
50226,29,2121,1
50238,29,2143,1
50250,29,2165,1
50262,29,2187,1
50274,29,2209,1
50286,29,2231,1
50298,29,2253,1
50310,29,2275,1
50322,29,2297,1
50334,29,2319,1
50346,29,2341,1
50358,29,2363,1
50370,29,2385,1
50382,29,2407,1
50394,29,2429,1
50406,29,2451,1
50418,29,2473,1
50430,29,2495,1
50442,29,2517,1
50454,29,2539,1
50466,29,2561,1
50478,29,2583,1
50490,29,2605,1
50502,29,2627,1
50514,29,2649,1
50525,29,2670,1
50537,29,2692,1
50549,29,2714,1
50561,29,2736,1
50573,29,2758,1
50585,29,2780,1
50597,29,2802,1
50609,29,2824,1
50621,29,2846,1
50633,29,2868,1
50645,29,2890,1
50657,29,2912,1
50669,29,2934,1
50681,29,2956,1
50693,29,2978,1
50705,29,3000,1
50717,29,3022,1
50729,29,3044,1
50741,29,3066,1
50753,29,3088,1
118441,70,3,1
118453,70,25,1
118465,70,47,1
118477,70,69,1
118489,70,91,1
118501,70,113,1
118513,70,135,1
118525,70,157,1
118537,70,179,1
118549,70,201,1
118561,70,223,1
118573,70,245,1
118585,70,267,1
118597,70,289,1
118609,70,311,1
118621,70,333,1
118633,70,355,1
118645,70,377,1
118657,70,399,1
118669,70,421,1
118681,70,443,1
118693,70,465,1
118705,70,487,1
118717,70,509,1
118729,70,531,1
118741,70,553,1
118753,70,575,1
118765,70,597,1
118777,70,619,1
118789,70,641,1
118801,70,663,1
118813,70,685,1
118825,70,707,1
118837,70,729,1
118849,70,751,1
118861,70,773,1
118873,70,795,1
118885,70,817,1
118897,70,839,1
118909,70,861,1
118921,70,883,1
118933,70,905,1
118945,70,927,1
118957,70,949,1
118969,70,971,1
118981,70,993,1
118993,70,1015,1
119005,70,1037,1
119017,70,1059,1
119029,70,1081,1
119041,70,1103,1
119053,70,1125,1
119065,70,1147,1
119077,70,1169,1
119089,70,1191,1
119101,70,1213,1
119113,70,1235,1
119125,70,1257,1
119137,70,1279,1
119149,70,1301,1
119161,70,1323,1
119173,70,1345,1
119185,70,1367,1
119197,70,1389,1
119209,70,1411,1
119221,70,1433,1
119233,70,1455,1
119245,70,1477,1
119257,70,1499,1
119269,70,1521,1
119281,70,1543,1
119293,70,1565,1
119305,70,1587,1
119317,70,1607,1
119329,70,1629,1
119341,70,1651,1
119353,70,1673,1
119365,70,1695,1
119377,70,1717,1
119389,70,1739,1
119401,70,1761,1
119413,70,1783,1
119425,70,1805,1
119437,70,1827,1
119449,70,1849,1
119461,70,1871,1
119473,70,1893,1
119485,70,1915,1
119497,70,1937,1
119509,70,1959,1
119521,70,1981,1
119533,70,2003,1
119545,70,2025,1
119557,70,2047,1
119569,70,2069,1
119581,70,2091,1
119593,70,2113,1
119605,70,2135,1
119617,70,2157,1
119629,70,2179,1
119641,70,2201,1
119653,70,2223,1
119665,70,2245,1
119677,70,2267,1
119689,70,2289,1
119701,70,2311,1
119713,70,2333,1
119725,70,2355,1
119737,70,2377,1
119749,70,2399,1
119761,70,2421,1
119773,70,2443,1
119785,70,2465,1
119797,70,2487,1
119809,70,2509,1
119821,70,2531,1
119833,70,2553,1
119845,70,2575,1
119857,70,2597,1
119869,70,2619,1
119881,70,2641,1
119893,70,2663,1
119905,70,2685,1
119917,70,2707,1
119929,70,2729,1
119941,70,2751,1
119953,70,2773,1
119965,70,2795,1
119977,70,2817,1
119989,70,2839,1
120001,70,2861,1
120013,70,2883,1
120025,70,2905,1
120037,70,2927,1
120049,70,2949,1
120061,70,2971,1
120073,70,2993,1
120085,70,3015,1
120097,70,3037,1
120109,70,3059,1
120121,70,3081,1
133670,79,4,1
133682,79,26,1
133694,79,48,1
133706,79,70,1
133718,79,92,1
133730,79,114,1
133742,79,136,1
133754,79,158,1
133766,79,180,1
133778,79,202,1
133790,79,224,1
133802,79,246,1
133814,79,268,1
133826,79,290,1
133838,79,312,1
133850,79,334,1
133862,79,356,1
133874,79,378,1
133886,79,400,1
133898,79,422,1
133910,79,444,1
133922,79,466,1
133934,79,488,1
133946,79,510,1
133958,79,532,1
133970,79,554,1
133982,79,576,1
133994,79,598,1
134006,79,620,1
134018,79,642,1
134030,79,664,1
134042,79,686,1
134054,79,708,1
134066,79,730,1
134078,79,752,1
134090,79,774,1
134102,79,796,1
134114,79,818,1
134126,79,840,1
134138,79,862,1
134150,79,884,1
134162,79,906,1
134174,79,928,1
134186,79,950,1
134198,79,972,1
134210,79,994,1
134222,79,1016,1
134234,79,1038,1
134246,79,1060,1
134258,79,1082,1
134270,79,1104,1
134282,79,1126,1
134294,79,1148,1
134306,79,1170,1
134318,79,1192,1
134330,79,1214,1
134342,79,1236,1
134354,79,1258,1
134366,79,1280,1
134378,79,1302,1
134390,79,1324,1
134402,79,1346,1
134414,79,1368,1
134426,79,1390,1
134438,79,1412,1
134450,79,1434,1
134462,79,1456,1
134474,79,1478,1
134486,79,1500,1
134498,79,1522,1
134510,79,1544,1
134522,79,1566,1
134534,79,1588,1
134546,79,1610,1
134558,79,1632,1
134570,79,1654,1
134582,79,1676,1
134594,79,1698,1
134606,79,1720,1
134618,79,1742,1
134630,79,1764,1
134642,79,1786,1
134654,79,1808,1
134666,79,1830,1
134678,79,1852,1
134690,79,1874,1
134702,79,1896,1
134714,79,1918,1
134726,79,1940,1
134738,79,1962,1
134750,79,1984,1
134762,79,2006,1
134774,79,2028,1
134786,79,2050,1
134798,79,2072,1
134810,79,2094,1
134822,79,2116,1
134834,79,2138,1
134846,79,2160,1
134858,79,2182,1
134870,79,2204,1
134882,79,2226,1
134894,79,2248,1
134906,79,2270,1
134918,79,2292,1
134930,79,2314,1
134942,79,2336,1
134954,79,2358,1
134966,79,2380,1
134978,79,2402,1
134990,79,2424,1
135002,79,2446,1
135014,79,2468,1
135026,79,2490,1
135038,79,2512,1
135050,79,2534,1
135062,79,2556,1
135074,79,2578,1
135086,79,2600,1
135098,79,2622,1
135110,79,2644,1
135122,79,2666,1
135134,79,2688,1
135146,79,2710,1
135158,79,2732,1
135170,79,2754,1
135182,79,2776,1
135194,79,2798,1
135206,79,2820,1
135218,79,2842,1
135230,79,2864,1
135242,79,2886,1
135254,79,2908,1
135266,79,2930,1
135278,79,2952,1
135290,79,2974,1
135302,79,2996,1
135314,79,3018,1
135326,79,3040,1
135338,79,3062,1
135350,79,3084,1
148898,88,4,1
148910,88,26,1
148922,88,48,1
148934,88,70,1
148946,88,92,1
148958,88,114,1
148970,88,136,1
148982,88,158,1
148994,88,180,1
149006,88,202,1
149018,88,224,1
149030,88,246,1
149042,88,268,1
149054,88,290,1
149066,88,312,1
149078,88,334,1
149090,88,356,1
149102,88,378,1
149114,88,400,1
149126,88,422,1
149138,88,444,1
149150,88,466,1
149162,88,488,1
149174,88,510,1
149186,88,532,1
149198,88,554,1
149210,88,576,1
149222,88,598,1
149234,88,620,1
149246,88,642,1
149258,88,664,1
149270,88,686,1
149282,88,708,1
149294,88,730,1
149306,88,752,1
149318,88,774,1
149330,88,796,1
149342,88,818,1
149354,88,840,1
149366,88,862,1
149378,88,884,1
149390,88,906,1
149402,88,928,1
149414,88,950,1
149426,88,972,1
149438,88,994,1
149450,88,1016,1
149462,88,1038,1
149474,88,1060,1
149486,88,1082,1
149498,88,1104,1
149510,88,1126,1
149522,88,1148,1
149534,88,1170,1
149546,88,1192,1
149558,88,1214,1
149570,88,1236,1
149582,88,1258,1
149594,88,1280,1
149606,88,1302,1
149618,88,1324,1
149630,88,1346,1
149642,88,1368,1
149654,88,1390,1
149666,88,1412,1
149678,88,1434,1
149690,88,1456,1
149702,88,1478,1
149714,88,1500,1
149726,88,1522,1
149738,88,1544,1
149750,88,1566,1
149762,88,1588,1
149774,88,1610,1
149786,88,1632,1
149798,88,1654,1
149810,88,1676,1
149822,88,1698,1
149834,88,1720,1
149846,88,1742,1
149858,88,1764,1
149870,88,1786,1
149882,88,1808,1
149894,88,1830,1
149906,88,1852,1
149918,88,1874,1
149930,88,1896,1
149942,88,1918,1
149954,88,1940,1
149966,88,1962,1
149978,88,1984,1
149990,88,2006,1
150002,88,2028,1
150014,88,2050,1
150026,88,2072,1
150038,88,2094,1
150050,88,2116,1
150062,88,2138,1
150074,88,2160,1
150086,88,2182,1
150098,88,2204,1
150110,88,2226,1
150122,88,2248,1
150134,88,2270,1
150146,88,2292,1
150158,88,2314,1
150170,88,2336,1
150182,88,2358,1
150194,88,2380,1
150206,88,2402,1
150218,88,2424,1
150230,88,2446,1
150242,88,2468,1
150254,88,2490,1
150266,88,2512,1
150278,88,2534,1
150290,88,2556,1
150302,88,2578,1
150314,88,2600,1
150326,88,2622,1
150338,88,2644,1
150350,88,2666,1
150362,88,2688,1
150374,88,2710,1
150386,88,2732,1
150398,88,2754,1
150410,88,2776,1
150422,88,2798,1
150434,88,2820,1
150446,88,2842,1
150458,88,2864,1
150470,88,2886,1
150482,88,2908,1
150494,88,2930,1
150506,88,2952,1
150518,88,2974,1
150530,88,2996,1
150542,88,3018,1
150554,88,3040,1
150566,88,3062,1
150578,88,3084,1
150589,89,3,1
150601,89,25,1
150613,89,47,1
150625,89,69,1
150637,89,91,1
150649,89,113,1
150661,89,135,1
150673,89,157,1
150685,89,179,1
150697,89,201,1
150709,89,223,1
150721,89,245,1
150733,89,267,1
150745,89,289,1
150757,89,311,1
150769,89,333,1
150781,89,355,1
150793,89,377,1
150805,89,399,1
150817,89,421,1
150829,89,443,1
150841,89,465,1
150853,89,487,1
150865,89,509,1
150877,89,531,1
150889,89,553,1
150901,89,575,1
150913,89,597,1
150925,89,619,1
150937,89,641,1
150949,89,663,1
150961,89,685,1
