ID,Name,Price,Brand,Screen Size,RAM,Hard Drive Capacity,Processor Type,Processor Speed,Operating System,Battery Life,Clean Name
1139,"Refurbished Lenovo ThinkPad T540P 15.6"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 500GB Hard Drive",378.0,Lenovo,"15.6""",8 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour,Refurbished ThinkPad T540P Intel i5 4300M Drive
1140,Lenovo ThinkPad T450 20BV - Ultrabook - Core i5 5300U / 2.3 GHz - Windows 7 Pro 64-bit / Windows 8.1 Pro 64-bit downgrad,625.0,Lenovo,"14, 14.00 Inches","8 Gigabytes, 8 GB","180 Gigabytes, 180","Intel i5-5300U, Intel Core i5","2.3, 2.3 Gigahertz",Windows 7,"10 Hours, 10",ThinkPad T450 20BV Ultrabook i5 5300U GHz bit bit downgrad
1141,"Refurbished Lenovo Black 15.6"" ThinkPad T510 Laptop PC with Intel Core i5-520M Processor, 4GB Memory, 320GB Hard Drive and Windows 10 Pro",231.0,Lenovo,"15.6""",4 GB,320 GB,Intel Core i5,2.40 GHz,Windows 10,,Refurbished Black ThinkPad T510 Intel i5 520M 320GB Drive
1142,Lenovo Legion Y520-15IKBN 15.6 inch 1920 x 1080 Core i5 8GB 1TB GTX 1050 Gaming Laptop,881.91,Lenovo,15.60 in,8.00 GB,1.00 TB,Intel Core i5,2.50 GHz,Windows 10,4.00 h,Legion Y520 15IKBN 1920 x 1080 i5 GTX 1050
1143,"Refurbished Lenovo Black 14"" T430 WA5-1083 Laptop PC with Intel Core i5-3320M Processor, 4GB Memory, 320GB Hard Drive and Windows 10 Pro",249.99,Lenovo,"14.0""",4 GB,320 GB,Intel Core i5,2.60 GHz,Windows 10,,Refurbished Black T430 WA5 1083 Intel i5 3320M 320GB Drive
1144,"Lenovo ThinkPad E570 - 15.6"" - Core i7 6500U - 8 GB RAM - 500 GB HDD",960.24,Lenovo,15.60 Inches,8 Gigabytes,500 Gigabytes,Intel i7-6500U,2.5 Gigahertz,Windows 7,0 h,ThinkPad E570 i7 6500U 500
1145,"Lenovo ThinkPad T470 - 14"" - Core i5 7300U - 8 GB RAM - 180 GB SSD",1109.18,Lenovo,14.00 in,8.00 GB,180.00 GB,Core i5-7300U,2.60 GHz,Windows 10,14 Hours,ThinkPad T470 i5 7300U 180 SSD
1146,"Refurbished Lenovo ThinkPad T440 14"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 8GB RAM, 320GB Hard Drive",280.0,Lenovo,"14.0""",8 GB,320 GB,Intel Core i5,1.90 GHz,Windows 10,1 hour,Refurbished ThinkPad T440 Intel i5 4300U 320GB Drive
1147,"Refurbished Lenovo X240 12.5"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 8GB RAM, 128GB Solid State Drive",262.48,Lenovo,"12.5""",8 GB,128 GB,Intel Core i5,1.90 GHz,Windows 10,1 hour,Refurbished X240 12 Intel i5 4300U 128GB Drive
1148,"Lenovo ThinkPad T470 - 14"" - Core i5 7300U - 8 GB RAM - 500 GB HDD",1047.86,Lenovo,14.00 in,8.00 GB,500.00 GB,Core i5-7300U,2.60 GHz,Windows 10,,ThinkPad T470 i5 7300U 500
1149,"Refurbished Lenovo T450 14"" Laptop, Windows 10 Pro, Intel Core i5-5300U Processor, 8GB RAM, 250GB Solid State Drive",470.99,Lenovo,"14\""",8 GB,250 GB,,,Microsoft Windows,,Refurbished T450 Intel i5 5300U Drive
1150,"Lenovo Yoga Book 10"" 2-in-1 Laptop Tablet Windows 10 4GB RAM 64GB SSD ZA150000",329.95,Lenovo,"10.1""",4 GB,,Atom x5,1.44 GHz,Microsoft Windows,,Yoga Book Tablet SSD ZA150000
1151,"Refurbished Lenovo Ultrabook 14"" X1 Carbon Laptop PC with Intel Core i7-3667U Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",422.54,Lenovo,"14.0""",8 GB,128 GB,Intel Core i7,2.00 GHz,Windows 10,,Refurbished Ultrabook X1 Carbon Intel i7 3667U 128GB Drive
1152,"Refurbished Lenovo T540P 15.6"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 500GB Hard Drive",345.0,Lenovo,"15.6""",8 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,,Refurbished T540P Intel i5 4300M Drive
1153,"Lenovo ThinkPad X1 Yoga - 14"" - Core i5 7200U - 8 GB RAM - 180 GB SSD",1242.94,Lenovo,14.00 in,8.00 GB,180.00 GB,Intel Core i5 i5-7200U,2.50 GHz,Windows 10 Pro (English),0 h,ThinkPad X1 Yoga i5 7200U 180 SSD
1154,"Lenovo ThinkPad E575 - 15.6"" - A6 9500B - 4 GB RAM - 500 GB HDD",470.81,Lenovo,15.60 in,4 Gigabytes,500 Gigabytes,AMD A6-9500B,2.3 Gigahertz,Windows 10 Pro (English),,ThinkPad E575 A6 9500B 500
1155,Lenovo IdeaPad 520-15IKB 15.6 inch Core i5 1920 x 1080 IPS Laptop,579.0,Lenovo,15.60 in,8.00 GB,1.00 TB,Intel Core i5,1.60 GHz,Windows 10,5.00 h,IdeaPad 520 15IKB i5 1920 x 1080 IPS
1156,"Lenovo ThinkPad E470 - 14"" - Core i5 6200U - 4 GB RAM - 500 GB HDD",550.19,Lenovo,14.00 Inches,4 Gigabytes,500 Gigabytes,Intel i5-6200U,2.3 Gigahertz,Windows 7,0 h,ThinkPad E470 i5 6200U 500
1157,"Lenovo DVD-RW Burner 80TJ00LRUS 15.6"" Laptop Notebook Computer 4GB 500GB AMD A6-Series Radeon PC",299.98,Lenovo,15.6 in,4 GB,500 GB,A6,,Microsoft Windows,,80TJ00LRUS Notebook AMD A6 Series Radeon
1158,"Lenovo 80TX0007US Y 710-11ISK 11.6-Inch FHD Touch Laptop (Pentium 4405Y, 4 GB Ram, 128 GB SSD, Windows 10), SilverNotebook PC Computer Tablet Touchscreen Screen 2-in-1",516.0,Lenovo,"11.6""",4.00 GB,128.00 GB,Intel Pentium,1.5 GHz,Windows 10,9 hours,80TX0007US Y 710 11ISK Touch Pentium 4405Y 128 SSD SilverNotebook Tablet Touchscreen
1159,"Refurbished Lenovo Thinkpad X1 Carbon 14"" Laptop, Windows 10 Pro, Intel Core i5-3427U Processor, 8GB RAM, 180GB Solid State Drive",415.45,Lenovo,"14.0""",8 GB,180 GB,Intel Core i5,1.80 GHz,Windows 10,,Refurbished Thinkpad X1 Carbon Intel i5 3427U 180GB Drive
1160,Lenovo Flex 5-1570 Core i5 8GB 1TB + 128GB SSD Laptop,781.0,Lenovo,15.60 in,8.00 GB,1.00 TB,Intel Core i5,1.6 Gigahertz,Windows 10,8.00 h,Flex 1570 i5 128GB SSD
1161,Lenovo Y700-17ISK 80Q0 80Q000C0US Y700-17ISK 80Q0 Notebook,919.0,Lenovo,17.30 Inches,16 Gigabytes,1 Terabytes,Intel i7-6700HQ,2.6 Gigahertz,Windows 10,,Y700 17ISK 80Q0 80Q000C0US Y700 17ISK 80Q0 Notebook
1162,"Refurbished Lenovo 15.6"" Thinkpad T520 Laptop PC with Intel Core i5-2520M Processor, 12GB Memory, 750GB Hard Drive and Windows 10 Pro",367.54,Lenovo,15.6 in,12 GB,750 GB,Intel Core i5,2.50 GHz,Windows 10,2 h,Refurbished Thinkpad T520 Intel i5 2520M 12GB 750GB Drive
1163,"Refurbished Lenovo Yoga 12.5"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 4GB RAM, 180GB Solid State Drive",324.06,Lenovo,"12.5\""",4 GB,180 GB,,,Microsoft Windows,,Refurbished Yoga 12 Intel i5 4300U 180GB Drive
1164,"Refurbished Lenovo T540P 15.6"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 16GB RAM, 500GB Solid State Drive",514.5,Lenovo,"15.6""",16 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,,Refurbished T540P Intel i5 4300M Drive
1165,Refurbished Lenovo ThinkPad X1 Carbon 2.6GHz i7 8GB 256SSD Windows 10 Pro Laptop B CAM,476.25,Lenovo,,,,,,,,Refurbished ThinkPad X1 Carbon i7 256SSD B CAM
1166,"Refurbished Lenovo ThinkPad T410 14.1"" Notebook Laptop i5-520M 2.4GHz 8GB RAM 128GB SSD DVD-RW WiFi Windows 7 Professional 64-bit",215.0,Lenovo,14.1 in,8 GB,128 GB,Intel Core i5,,Windows 7,,Refurbished ThinkPad T410 Notebook i5 520M 4GHz 128GB SSD Professional bit
1167,"Lenovo Quad-Core AMD FX-7500 APU up to 3.30 GHz, 16GB DDR3, 1TB HDD, AMD Radeon R7, DVDRW, WLAN, Bluetooth, Windows 10 Laptop Notebook",649.99,Lenovo,,16 GB,1 TB,,,Microsoft Windows,,Quad AMD FX 7500 APU 30 GHz DDR3 AMD Radeon R7 Notebook
1168,Refurbished Lenovo ThinkPad X1 Carbon 2.1GHz i7 8GB 256SSD Windows 10 Pro 64 Laptop B CAM,372.0,Lenovo,,,,,,,,Refurbished ThinkPad X1 Carbon i7 256SSD B CAM
1169,"Refurbished Lenovo ThinkPad X220 12"" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 8GB RAM, 500GB Hard Drive",252.75,Lenovo,"12.0""",8 GB,500 GB,Intel Core i5,2.5 GHz,Windows 10,5 hours,Refurbished ThinkPad X220 12 Intel i5 2520M Drive
1170,"Refurbished Lenovo T440S 14"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 8GB RAM, 256GB Solid State Drive",400.0,Lenovo,"14.0""",8 GB,256 GB,Intel Core i5,1.90 GHz,Windows 10,1 hour,Refurbished T440S Intel i5 4300U Drive
1171,"Lenovo N23 - 11.6"" - Celeron N3060 - 4 GB RAM - 128 GB SSD",327.15,Lenovo,11.60 in,4 Gigabytes,128 Gigabytes,Intel N3060,1.6 Gigahertz,Windows 10,,N23 Celeron N3060 128 SSD
1172,"Lenovo ThinkPad P51 - 15.6"" - Core i7 7700HQ - 16 GB RAM - 512 GB SSD",1881.72,Lenovo,15.60 in,16.00 GB,512.00 GB,Intel Core i7,2.80 GHz,Windows 10 Pro (English),6 Hours,ThinkPad P51 i7 7700HQ 512 SSD
1173,"Lenovo Graphite Black 11.6"" Thinkpad Yoga 11e touch screen 2-in-1 Convertible Laptop PC with Intel Core M 5Y10c Dual-Core Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Pro",535.16,Lenovo,"11.6""",4 GB,500 GB,Intel Core M 5Y10c Dual-Core Processor,800 MHz,Windows 10,,Graphite Black Thinkpad Yoga 11e touch Convertible Intel M 5Y10c Dual Drive
1174,"Lenovo Yoga Book ZA0V0224US 64GB Intel Atom x5-Z8550 X4 1.44GHz 10.1"", Carbon Black",277.77,Lenovo,10.1 Inches,4 Gigabytes,64 Gigabytes,Intel Atom x5-Z8550,1.44 Gigahertz,Android 6.0 Marshmallow,15 Hours,Yoga Book ZA0V0224US Intel Atom x5 Z8550 X4 44GHz Carbon Black
1175,"Lenovo IdeaPad Y700 Touch-15ISK 15.6"" Notebook  i7-6700HQ 16GB 128 GB SSD W10",779.99,Lenovo,15.60 Inches,16 Gigabytes,1 Terabytes,Intel i7-6700HQ,2.6 Gigahertz,Windows 10,,IdeaPad Y700 Touch 15ISK Notebook i7 6700HQ 128 SSD W10
1176,Refurbished Lenovo ThinkPad X230 i5 2.6GHz 4GB 320GB Windows 10 Pro 64 Laptop CAM,180.4,Lenovo,,,,,,,,Refurbished ThinkPad X230 i5 320GB CAM
1177,TOPSELLER N22 N3060 1.6G 4GB 16GB 11.6IN HD EMMC WL BT 4.1,294.4,Lenovo,"11.6""",4 GB,16 GB,Intel Celeron,1.60 GHz,Chrome,10 Hours,TOPSELLER N22 N3060 6G 6IN WL BT
1178,"Refurbished Lenovo ThinkPad T510 15.6"" Display Core i5 2.4GHz/4GB/160GB",224.98,Lenovo,15.6 in,4 GB,160 GB,Intel Core i5,2 GHz,Windows 10,,Refurbished ThinkPad T510 i5 4GHz 160GB
1179,Refurbished Lenovo ThinkPad T420 i5 2.5GHz 4GB 320GB DVD Windows 10 Pro 64 Laptop CAM,239.9,Lenovo,,,,,,,,Refurbished ThinkPad T420 i5 5GHz 320GB CAM
1180,Refurbished Lenovo 80E301Y6US G50 AMD A8-Series A8-6410 2.00 GHz 4 GB Memory 1 TB HDD 15.6 Windows 10 Home Laptop,279.0,Lenovo,,,1,,,,,Refurbished 80E301Y6US G50 AMD A8 Series A8 6410 00 GHz
1181,"""Lenovo Y700-17ISK 80Q0 80Q000C1US Y700-17ISK 80Q0 Notebook""",800.91,Lenovo,17.30 in,8 Gigabytes,1 Terabytes,Intel i5-6300HQ,2.3 Gigahertz,Windows 10,,Y700 17ISK 80Q0 80Q000C1US Y700 17ISK 80Q0 Notebook
1182,"Lenovo Thinkpad T440 20B6008EUS (14"" HD, i5-4200U 1.6GHz, 4GB RAM, 500GB 7200rpm Hard Drive, Windows 7 Pro 64)",375.0,Lenovo,"14""",4 GB,500 GB,Intel Core i5,1.60 GHz,Microsoft Windows,8.60 Hour,Thinkpad T440 20B6008EUS i5 4200U 7200rpm Drive
1183,Lenovo Ideapad Miix 510 Core i5 128 GB M.2 SSD 12.2 inch Windows 10 Home 2-in-1 Laptop,847.64,Lenovo,12.20 in,8.00 GB,128.00 GB,Intel Core i5,2.50 GHz,Windows 10,8.00 h,Ideapad Miix 510 i5 128 M SSD 12
1184,"Lenovo 10.1"" Yoga Book Multi-Touch 2-in-1 Notebook # ZA150000US",400.29,Lenovo,"10.1\""",,,,,Microsoft Windows,,Yoga Book Multi Touch Notebook ZA150000US
1185,"Refurbished Lenovo ThinkPad T440 14"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 8GB RAM, 120GB Solid State Drive",300.0,Lenovo,"14.0""",8 GB,120 GB,Intel Core i5,1.90 GHz,Windows 10,1 hour,Refurbished ThinkPad T440 Intel i5 4300U 120GB Drive
1186,"Lenovo Flex 5 14"" FullHD Touchscreen Laptop i7-8850U 16GB 1TB 512 SSD Win10",1162.49,Lenovo,14.00 Inches,16 Gigabytes,1 Terabytes,Intel i7-8550U,1.8 Gigahertz,Windows 10,0 h,Flex FullHD Touchscreen i7 8850U 512 SSD Win10
1187,"Lenovo Flex 5 2-in-1 Laptop: Core i5-8250U, 8GB RAM, 128GB SSD, 14-inch Full HD Touch Display, Windows 10",634.9,Lenovo,"14\""",8 GB,128 GB,,,Microsoft Windows,,Flex i5 8250U 128GB SSD Full Touch
1188,"Refurbished Lenovo Black 15.6"" ThinkPad T510 Laptop PC with Intel Core i5-520M Processor, 4GB Memory, 128GB Solid State Drive and Windows 10 Pro",257.47,Lenovo,"15.6""",4 GB,128 GB,Intel Core i5,2.40 GHz,Windows 10,,Refurbished Black ThinkPad T510 Intel i5 520M 128GB Drive
1189,"Lenovo Flex 5 14"" FullHD Touchscreen Laptop i5-8250U 8GB 256GB SSD Nvidia 940MX",849.99,Lenovo,14.00 Inches,8 Gigabytes,256 Gigabytes,Intel i5-8250U,1.6 Gigahertz,Windows 10,,Flex FullHD Touchscreen i5 8250U SSD Nvidia 940MX
1190,"Lenovo IdeaPad 310-15ABR Notebook - AMD A12-9700P 2.5GHz Quad-Core, 12GB DDR4 SDRAM, 1TB HDD 5400rpm SATA, 15.6"" LED 1366x768, AMD Radeon R7, 1x USB 3.0, DVDRW, HDMI, Win 10 Home",539.98,Lenovo,15.60 in,12.00 GB,1.00 TB,AMD A12,2.50 GHz,Windows 10,5.00 h,IdeaPad 310 15ABR Notebook AMD A12 9700P 5GHz Quad 12GB SATA 1366x768 AMD Radeon R7 1x Win
1191,"Lenovo ThinkPad T470s - 14"" - Core i5 7300U - 8 GB RAM - 256 GB SSD",1349.42,Lenovo,14.00 in,8.00 GB,256.00 GB,Intel Core i5 i5-7300U,2.60 GHz,Windows 10 Pro (English),0 h,ThinkPad T470s i5 7300U SSD
1192,"Refurbished Lenovo ThinkPad X220 12"" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 4GB RAM, 320GB Hard Drive",223.39,Lenovo,"12.0""",4 GB,320 GB,Intel Core i5,2.5 GHz,Windows 10,5 hours,Refurbished ThinkPad X220 12 Intel i5 2520M 320GB Drive
1193,"Refurbished Lenovo ThinkPad T510 Intel Core i5 4GB Memory 250GB HDD 15.4"" Notebook Windows 7 Professional 64-bit (Off-Lease) - RB-LE",238.0,Lenovo,15.4 in,4 GB,250 GB,,,Microsoft Windows,,Refurbished ThinkPad T510 Intel i5 Notebook Professional bit Off Lease RB LE
1194,Refurbished Lenovo X1 Carbon Laptop Intel Core i5 1.8GHz Processor 4GB Memory 128GB Solid State Hard Drive Webcam Windows 10 Pro,329.97,Lenovo,14 in,4.00 GB,128.00 GB,Intel Core i5,1.90 Hz,Windows 10,0 h,Refurbished X1 Carbon Intel i5 8GHz 128GB Drive
1195,"Lenovo Miix 320-10ICR - 10.1"" - Atom x5 Z8350 - 2 GB RAM - 64 GB SSD",274.5,Lenovo,10.10 Inches,2 Gigabytes,64 Gigabytes,Intel x5-Z8350,1.44 Gigahertz,Windows 10 Pro (English),0 h,Miix 320 10ICR Atom x5 Z8350 SSD
1196,Refurbished Lenovo Thinkpad T410 Laptop i5 2.4GHz 4GB 160GB Win 7 PRO DVDRW,199.99,Lenovo,,4 GB,160 GB,,2 Ghz,Microsoft Windows,,Refurbished Thinkpad T410 i5 4GHz 160GB Win
1197,"Lenovo N42-20 Chromebook - 14"" - Celeron N3060 - 4 GB RAM - 16 GB SSD",251.62,Lenovo,14.00 in,4 Gigabytes,,Intel Celeron,1.60 Gigahertz,Chrome OS,,N42 20 Chromebook Celeron N3060 SSD
1198,"Refurbished Lenovo T540P 15.6"" Laptop, Windows 10 Pro, Intel Core i7-4700MQ Processor, 16GB RAM, 500GB Solid State Drive",720.0,Lenovo,"15.6""",16 GB,500 GB,Intel Core i7,2.40 GHz,Windows 10,,Refurbished T540P Intel i7 4700MQ Drive
1199,"Lenovo Gold 12"" Ideapad Miix 700 Convertible Laptop PC with Intel Core m3-6Y30 Processor, 4GB Memory, touch screen, 64GB Solid State Drive and Windows 10",499.95,Lenovo,"12.0""",4 GB,64 GB,Intel Core M3-6Y30 Processor,"900 MHz, with a Max Turbo Speed of 2.20 GHz",Windows 10,9 hours,Gold 12 Ideapad Miix 700 Convertible Intel m3 6Y30 touch Drive
1200,"Refurbished Lenovo T440P 14"" Laptop, Windows 10 Pro, Intel Core i5-4200M Processor, 8GB RAM, 500GB Solid State Drive",420.0,Lenovo,"14.0""",8 GB,500 GB,Intel Core i5,2.50 GHz,Windows 10,1 hour,Refurbished T440P Intel i5 4200M Drive
1201,Lenovo IdeaPad 320s-15IKBR 15 inch Core i5 8GB 1TB IPS 1920 x 1080 Laptop,736.4,Lenovo,15.60 in,8.00 GB,1.00 TB,Intel Core i5,1.60 GHz,Windows 10,6.00 h,IdeaPad 320s 15IKBR i5 IPS 1920 x 1080
1202,"Lenovo N42-20 Chromebook - 14"" - Celeron N3060 - 4 GB RAM - 32 GB SSD",240.5,Lenovo,14.00 in,4 Gigabytes,32 Gigabytes,Intel N3060,1.6 Gigahertz,Chrome OS,,N42 20 Chromebook Celeron N3060 SSD
1203,"Lenovo 81A5001UUS Laptop Notebook PC Computer 120S-14 14"" HD 2GB 32GB SSD Gray",189.65,Lenovo,"14\""",2 GB,32 GB,Intel Celeron,,Microsoft Windows,,81A5001UUS Notebook 120S 2GB SSD Gray
1204,"Lenovo ThinkPad P50 Mobile Workstation Laptop - Windows 8.1 Pro - Intel i7-6700HQ, 32GB RAM, 256GB SSD, 15.6"" FHD IPS (1920x1080) Display, NVIDIA Quadro M1000M, Fingerprint Reader, AC Wi-Fi",1799.14,Lenovo,,,,,,,,ThinkPad P50 Mobile Intel i7 6700HQ SSD IPS 1920x1080 NVIDIA Quadro M1000M Reader Wi Fi
1205,Refurbished Lenovo ThinkPad T420 i5 2.5GHz 4GB 500GB DVD Windows 10 Pro 64 Laptop CAM,278.02,Lenovo,,,,,,,,Refurbished ThinkPad T420 i5 5GHz CAM
1206,"Lenovo Yoga Book YB1-X91F ZA150273US 10.1"" Atom x5 x5-Z8550 4GB LPDDR3 128GB Flash Memory - Windows 10 Pro 1920 x 1200 IPS Convertible 2 in 1 Notebook",552.49,Lenovo,10.10 in,4.00 GB,64.00 GB,Atom x5,1.44 GHz,Windows 10,13.00 h,Yoga Book YB1 X91F ZA150273US Atom x5 x5 Z8550 LPDDR3 128GB 1920 x 1200 IPS Convertible Notebook
1207,Refurbished Lenovo ThinkPad T420 i7 2.8GHz 8GB 500GB DVD Windows 10 Pro 64 Laptop CAM,308.0,Lenovo,,,,,,,,Refurbished ThinkPad T420 i7 8GHz CAM
1208,"Refurbished Lenovo ThinkPad T410 14.1"" Notebook Laptop i5-520M 2.4GHz 8GB RAM 120GB SSD DVD-RW WiFi Windows 7 Professional 64-bit",249.99,Lenovo,"14.1\""",8 GB,,Intel Core i5,,Windows 7,,Refurbished ThinkPad T410 Notebook i5 520M 4GHz 120GB SSD Professional bit
1209,"Lenovo MIIX 520 12.2"" FHD 2-in-1 Touchscreen Laptop i5-8250U 8GB 256GB SSD",869.0,Lenovo,12.20 Inches,8 Gigabytes,256 Gigabytes,Intel i5-8250U,1.6 Gigahertz,Windows 10,,MIIX 520 12 Touchscreen i5 8250U SSD
1210,"Refurbished Lenovo Twist S230U 12.5"" Touchscreen Laptop, Windows 10 Pro 64-Bit, Intel Core i3-3227U Processor, 4GB RAM, 500GB SSD Hard Drive",252.46,Lenovo,"12.5\""",4 GB,500 GB,,,Microsoft Windows,,Refurbished Twist S230U 12 Touchscreen Bit Intel i3 3227U SSD Drive
1211,"Refurbished Lenovo 12.5"" ThinkPad X220 Laptop PC with Intel Core i5-2520M Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",260.98,Lenovo,"12.5""",8 GB,128 GB,Intel Core i5,2.50 GHz,Windows 10,30 minutes,Refurbished 12 ThinkPad X220 Intel i5 2520M 128GB Drive
1212,Refurbished Lenovo ThinkPad T420 i5 2.5GHz 4GB 320GB DVD Windows 10 Pro 64 Laptop Computer B,214.2,Lenovo,,,,,,,,Refurbished ThinkPad T420 i5 5GHz 320GB B
1213,Refurbished Lenovo ThinkPad T430 i5 2.6GHz 8GB 240SSD DVD Windows 10 Pro 64 Laptop CAM,388.0,Lenovo,,,,,,,,Refurbished ThinkPad T430 i5 240SSD CAM
1214,"Refurbished Lenovo M90 SFF Desktop PC with Intel Core i5-650 Processor, 4GB Memory, 22"" LCD Monitor, 250GB Hard Drive and Windows 10 Home",247.99,Lenovo,"22""",4 GB,250 GB,Intel Core i5-650 Processor,3.20 GHz,Windows 10,,Refurbished M90 SFF Desktop Intel i5 650 22 LCD Monitor Drive
1215,Lenovo Y700-15ISK 80NV Notebook 80NV00W5US Y700-15ISK 80NV Notebook,729.99,Lenovo,15.60 in,8.00 GB,1.00 GB,Intel Core i5-6300HQ,2.30 GHz,Windows 10,,Y700 15ISK 80NV Notebook 80NV00W5US Y700 15ISK 80NV Notebook
1216,"Refurbished Lenovo ThinkPad T440s 2.1GHz i7 12GB 250GB Windows 10 Pro 64 14"" Laptop B Camera",336.0,Lenovo,"14\""",,,,,,,Refurbished ThinkPad T440s i7 12GB B
1217,Refurbished Lenovo Laptop IdeaPad Z580 Intel Core i5 3rd Gen 3210M (2.50 GHz) 6 GB Memory 500 GB HDD NVIDIA GeForce GT 635M 15.6 Windows 8.1,249.0,Lenovo,,,500 GB,,,Microsoft Windows,,Refurbished IdeaPad Z580 Intel i5 3rd 3210M 50 GHz 500 NVIDIA GeForce GT 635M
1218,Refurbished Lenovo ThinkPad X200 Laptop Intel Core 2 Duo P8700 2.53GHz 4GB 320GB 12.1in W7HP,129.0,Lenovo,,4 GB,320 GB,,,Microsoft Windows,,Refurbished ThinkPad X200 Intel Duo P8700 53GHz 320GB 12 1in W7HP
1219,Refurbished Lenovo ThinkPad T440s 2.1GHz i7 12GB 240SSD Windows 10 Pro 64 Laptop B,372.0,Lenovo,,,,,,,,Refurbished ThinkPad T440s i7 12GB 240SSD B
1220,"Lenovo N23 Chromebook - 11.6"" - Celeron N3060 - 4 GB RAM - 16 GB SSD",288.41,Lenovo,11.60 Inches,4 Gigabytes,16 Gigabytes,Intel N3060,1.6 Gigahertz,Chrome OS,,N23 Chromebook Celeron N3060 SSD
1221,Lenovo N22 80SF001FUS with Celeron N3060 & 4 GB RAM,215.95,Lenovo,,4 GB,,,,,,N22 80SF001FUS Celeron N3060
1222,Refurbished Lenovo ThinkPad T430 Laptop i5-3320M 2.6GHz 4GB 320GB WebCam Wireless Win10 Pro,224.95,Lenovo,,4 GB,320 GB,Intel Core i5 3rd Gen.,,Windows 10,,Refurbished ThinkPad T430 i5 3320M 320GB Win10
1223,"Refurbished ""Lenovo N22 80SF0000US Chromebook PC""",190.95,Lenovo,,,,,,,,Refurbished N22 80SF0000US Chromebook
1224,Lenovo N23 80YS0003US Chromebook PC - Intel Celeron N3060 1.6 GHz (Refurbished),159.97,Lenovo,0 in,0 GB,0 GB,,0 GHz,Chrome OS,,N23 80YS0003US Chromebook Intel Celeron N3060 GHz Refurbished
1225,Lenovo 300 Compact Wireless Mouse,25.93,Lenovo,,,,,,,,300 Compact
1226,"Refurbished Lenovo ThinkPad T440s 2.1GHz i7 12GB 128SSD Windows 10 Pro 64 14"" Laptop B Cam",339.75,Lenovo,14,,,,,,,Refurbished ThinkPad T440s i7 12GB 128SSD B Cam
1227,Lenovo ThinkPad P51 20HH002NUS 15.6 in Laptop,2175.29,Lenovo,15.60 Inches,8 Gigabytes,512 Gigabytes,Intel i7-7820HQ,2.9 Gigahertz,Windows 10 Pro (English),0 h,ThinkPad P51 20HH002NUS
1228,TOPSELLER THINKPAD X270 I7-6500U 2.5G 8GB 512GB 12.5IN W10P,1383.38,Lenovo,12.50 in,8.00 GB,512.00 GB,Core i7-i7-6500U,2.50 GHz,Windows 7,0 h,TOPSELLER THINKPAD X270 I7 6500U 5G 512GB 12 5IN W10P
1229,"Lenovo ThinkPad E570 - 15.6"" - Core i5 7200U - 8 GB RAM - 180 GB SSD",834.82,Lenovo,15.60 in,8.00 GB,180.00 GB,Intel Core i5,2.50 GHz,Windows 10,,ThinkPad E570 i5 7200U 180 SSD
1230,"Lenovo ThinkPad E475 - 14"" - A6 9500B - 4 GB RAM - 500 GB HDD",485.26,Lenovo,14.00 Inches,4 Gigabytes,500 Gigabytes,AMD A6-9500B,2.3 Gigahertz,Windows 10 Pro (English),,ThinkPad E475 A6 9500B 500
1231,"Lenovo ThinkPad T450 20BV0002US 14"" LED Notebook",568.05,Lenovo,14,8,500,Intel i5-5300U,2.3,Windows 7,10,ThinkPad T450 20BV0002US Notebook
1232,"Refurbished Lenovo Black 15.6"" ThinkPad T510 Laptop PC with Intel Core i5-520M Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",266.98,Lenovo,"15.6""",8 GB,128 GB,Intel Core i5,2.40 GHz,Windows 10,,Refurbished Black ThinkPad T510 Intel i5 520M 128GB Drive
1233,"Refurbished Lenovo 12.5"" ThinkPad X220 Laptop PC with Intel Core i5-2520M Processor, 4GB Memory, 320GB Hard Drive and Windows 10 Pro",219.78,Lenovo,"12.5""",4 GB,320 GB,Intel Core i5,2.50 GHz,Windows 10,30 minutes,Refurbished 12 ThinkPad X220 Intel i5 2520M 320GB Drive
1234,Refurbished Lenovo ThinkPad T440p 2.8GHz i7 16GB 512SSD DRW Windows 10 Pro 64 Laptop B Camera,521.29,Lenovo,,16 GB,,,,Microsoft Windows,,Refurbished ThinkPad T440p 8GHz i7 512SSD DRW B
