Name,Price,Brand,Screen Size,RAM,Hard Drive Capacity,Processor Type,Processor Speed,Operating System,Battery Life
'HP Flyer Red 15.6" 15-f272wm Laptop PC with Intel Pentium N3540 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home',299,HP,15.6 in,4 GB,500  GB,Intel Pentium,'2.16 GHz, with a Max Turbo Speed of 2.66 GHz',Windows 10,4.5 hours
'HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage',219,HP,14 in,4 KB,32 KB,Intel Celeron Processor N3060,1.6 Hz,Windows 10,10.25 h
'HP Stream 11.6" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage',199,HP,11.6 in,4 KB,32 KB,Intel Celeron,1.6 Hz,Windows 10,10 h
'HP Stream 14" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage',218.98,HP,14 in,NaN,NaN,Intel Celeron,NaN,Microsoft Windows,NaN
'HP Black Licorice 15.6" 15-F387WM Laptop PC with AMD A8-7410 Processor, 4GB Memory, touch screen, 500GB Hard Drive and Windows 10 Home',329,HP,15.6 in,4 GB,500  GB,AMD A-Series,'2.20 GHz, with a Max Turbo Speed of 2.50 GHz',Windows 10,NaN
'HP Silver Iridium Ci5 15-cc050wm 15.6" Laptop, Touchscreen, Windows 10 Home, Intel Core i5-7200U Processor, 12GB Memory, 1TB Hard Drive',569,HP,15.6 in,12 KB,1 KB,7th Generation Intel Core i5-7200U Processor,2500 Hz,Windows 10,9.00 h
'HP 15-bs020WM, 15.6" Touch Laptop, Windows 10, Intel Pentium N3710 Quad Core Processor, 4GB Memory, 500GB Hard Drive, DVD',322.24,HP,15.6 in,4 GB,500 KB,Intel Pentium Processor N3710,1.6 GHz,Windows 10,7 h
'HP Stream 14" Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage',45,HP,14.0 in,4 GB,32 Gigabytes,Intel Celeron,'1.60 GHz, with a Max Turbo Speed of 2.48 GHz',Windows 10,10 hours
'HP 15-bw032WM 15.6" Laptop Bundle, Windows 10, AMD A12-9720 Quad Core Processor, 8GB Memory, 1TB HDD, Wireless Mouse and Backpack, Smoke Gray',391.76,HP,15.6 in,8 GB,1000 KB,NaN,NaN,'Microsoft Windows, @generated',NaN
'HP Jaguar 15-bs070wm, 15.6" Natural Silver Touch Laptop, Windows 10, Intel Core i5-7200U Processor, 8GB Memory, 1TB Hard Drive',489,HP,15.6,8 KB,1000 KB,Intel Core i5,NaN,Microsoft Windows,NaN
'Refurbished HP Stream Laptop 14-ax030wm N3060 CPU, 4GB RAM, 32GB HD',149,HP,NaN,NaN,32,NaN,NaN,NaN,NaN
'HP Silver Iridium 15.6" Laptop, Touchscreen, Intel Core i7-7500u, Intel HD Graphic 620 Graphic Card, 12GB Memory, 1TB HD, Windows 10 Home, 15-cc060wm',699,HP,15.6 in,12 KB,1 KB,7th Generation Intel Core i7-7500U Processor,2700 Hz,Windows 10,9 h
'HP Silver Iridium A12 15-cd040wm 15.6” Laptop, Touchscreen, Windows 10 Home, AMD Quad-Core A12-9720P, 12GB Memory, 1TB Hard Drive',449,HP,15.6 in,12 KB,1 KB,AMD Quad-Core A12-9720P,2700 Hz,Windows 10,7 h
'HP Jaguar 15-bs080wm, 15.6" Natural Silver Touch Laptop, Windows 10, Intel Core i7-7500U Processor, 8GB Memory, 1TB Hard Drive',599,HP,15.6,8 KB,1000 KB,Intel Core i7,NaN,Microsoft Windows,NaN
'HP Omen 15-ax250wm, 15.6" Full-HD IPS Display, Core i7-7700HQ QC Processor, NVIDIA GTX 1050Ti 4GB Graphics Card, 12GB Memory, 1TB Hard Drive',898.99,HP,15.6 in,12 GB,1 TB,7th Generation Intel Core i7-7700HQ processor,2.8 GHz,Microsoft Windows,NaN
'HP Black 15.6" 15-f233wm Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home',279,HP,15.6 in,4 GB,500  GB,Intel Celeron,'1.60 GHz, with a Max Turbo Speed of 2.16 GHz',Windows 10,4.5 hours
'HP 15-ay039wm 15.6" Silver Fusion Laptop, Windows 10, Intel Core i3-6100U Processor, 8GB Memory, 1TB Hard Drive',479,HP,15.6 in,8 GB,1 TB,Intel Core i3-6100U Dual-Core Processor2.3GHz,2.3 GHz,Windows 10,6 hours
'Refurbished HP Stream 11.6" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage',139,HP,11.6",4 KB,32 KB,Intel Celeron,1.6 Hz,Windows 10,10 hours
'HP Pavilion 15-br080wm X360 15.6" Touchscreen 2 in 1 Laptop, Windows 10, Intel Corei5-7200U Processor, 8GB Memory, 1TB Hard Drive, and Active Pen Included, Mineral Silver',549,HP,15.6,8 KB,1 TB,7th Generation Intel Core i5-7200U Processor,2.5 Hz,Windows 10,10.5 h
'HP 15-ay041wm 15.6" Silver Fusion Laptop, Touch Screen, Windows 10, Intel Core i3-6100U Processor, 8GB Memory, 1TB Hard Drive',499,HP,15.6",8 KB,1 KB,'Intel 3165 AC (1x1 AC, 433 Mbps)',2.3 Hz,Windows 10,6 hours
'HP Pavilion 17-ar050wm, 17.3" Laptop, Full HD IPS Dislpay, Windows 10 Home, AMD A10-9620P QC, 8GB Memory, 1TB Hard Drive, Mineral Silver',499,HP,17.3,8 KB,1000 KB,A10,NaN,Microsoft Windows,NaN
'Refurbished HP 14-ak040wm 14" Chromebook, Chrome, Intel Celeron N2940 Processor, 4GB RAM, 16GB eMMC Drive',169,HP,14.0",4 GB,16 GB,Intel Celeron,'1.83 GHz, with a Max Turbo Speed of 2.25 GHz',Chrome,8 hours
'HP Stream 14-ax020nr 14" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage',298.99,HP,14.0",4 KB,32 KB,Intel Celeron,1.6 Hz,Windows 10,NaN
'HP 15-bw011wm 15.6" Soft Gold Laptop, Windows 10, AMD A9-9420 Processor, 4GB Memory, 500GB Hard Drive, DVD',299,HP,15.6,4 KB,500 GB,7th Generation AMD A9-9420 APU,3 Hz,Windows 10,6.75 h
'Refurbished HP 11-v010wm 11.6" Chromebook, Chrome, Intel Celeron N3060 Processor, 4GB RAM, 16GB eMMC Drive',129,HP,11.6",4 GB,16 GB,Intel Celeron,'1.60 GHz, with a Max Turbo Speed of 2.48 GHz',Chrome,12 hours 45 minutes
'HP 11-v010wm 11.6" Chromebook, Chrome, Intel Celeron N3060 Processor, 4GB RAM, 16GB eMMC Drive',199,HP,11.6",4 KB,16 KB,Intel Celeron,1.6 Hz,Chrome,12 hours 45 minutes
'HP 15.6" Laptop, Windows 10 Home, AMD A9-9420 Dual-Core Processor, 4GB RAM, 1TB Hard Drive (Assorted Colors)',399.99,HP,15.6",4 KB,1 KB,AMD A9-9420 Dual-Core APU Processor,3 Hz,Windows 10,6 hours 45 minutes
'HP 15-ay070wm 15.6" Realtree Xtra Camo Laptop, Windows 10, Intel Pentium N3710 Processor, 4GB Memory, 1TB Hard Drive',359,HP,15.6 Inches,4 KB,1000 KB,Intel Pentium,1.6 Hz,Windows 10,5 hours
'Refurbished HP 11-v020wm 11.6" Chromebook, Touchscreen, Chrome, Intel Celeron N3060 Processor, 4GB RAM, 16GB eMMC Drive',149.48,HP,11.6",4 GB,16 GB,Intel Celeron,'1.60 GHz, with a Max Turbo Speed of 2.48 GHz',Chrome,11 hours 30 minutes
'HP Stream 14-ax067nr 14" Laptop, Windows 10 Home, Intel Celeron N3060 Dual-Core Processor, 4GB RAM, 32GB Flash Storage',219.99,HP,14.0",4 KB,32 KB,Intel Celeron,1.6 Hz,Windows 10,10 hours 45 minutes
